name,region,variety,rating,notes
Andremily Syrah No. 3 (1.5 Liter Magnum) 2014,"Santa Barbara, Central Coast, California",Red Wine,96.0,"The 2014 Andremily No.3 is a sensational blend of 89% Syrah, 8% Mourvedre, and 3% Viognier. The fruit sources are White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon, with the Mourvedre coming from the Alta Mesa Vineyard in the Cuyama Valley. The Syrah was co-fermented with Viognier, and the final blend enjoyed just over 50% whole cluster. Andremily No.3 was raised in 60% new French barrique, and bottled after 23 months, without finning or filtration. This wine exploded from the glass with loads of blue fruit, violet, and spice, a full rich texture, and a generous finish."
Andremily Syrah No. 3 2014,"Santa Barbara, Central Coast, California",Red Wine,96.0,"The 2014 Andremily No.3 is a sensational blend of 89% Syrah, 8% Mourvedre, and 3% Viognier. The fruit sources are White Hawk Vineyard in Cat Canyon, and Larner Vineyard in Ballard Canyon, with the Mourvedre coming from the Alta Mesa Vineyard in the Cuyama Valley. The Syrah was co-fermented with Viognier, and the final blend enjoyed just over 50% whole cluster. Andremily No.3 was raised in 60% new French barrique, and bottled after 23 months, without finning or filtration. This wine exploded from the glass with loads of blue fruit, violet, and spice, a full rich texture, and a generous finish."
Andremily Syrah No. 4 (1.5 Liter Magnum) 2015,"Santa Barbara, Central Coast, California",Red Wine,97.0,"The incredibly sexy 2015 Andremily No.4. is a blend of 90% Syrah, Co-fermented with 6% Viognier, and finished off with a dash of Mourvedre. No.4 enjoyed 22 months in 70% New French Barrique, and was bottled without fining or filtration. The fruit sources for Andremily No.4 are the White Hawk Vineyard in Cat Canyon, Larner Vineyard in Ballard Canyon, as well as the addition of Watch Hill Vineyard in Alisos Canyon to the blend. this baby sure delivers, offering a rich texture, plenty of classic Syrah spice notes, as well as, bushels of black and blue fruit character."
Andremily Syrah No. 4 2015,"Santa Barbara, Central Coast, California",Red Wine,97.0,"The incredibly sexy 2015 Andremily No.4. is a blend of 90% Syrah, Co-fermented with 6% Viognier, and finished off with a dash of Mourvedre. No.4 enjoyed 22 months in 70% New French Barrique, and was bottled without fining or filtration. The fruit sources for Andremily No.4 are the White Hawk Vineyard in Cat Canyon, Larner Vineyard in Ballard Canyon, as well as the addition of Watch Hill Vineyard in Alisos Canyon to the blend. this baby sure delivers, offering a rich texture, plenty of classic Syrah spice notes, as well as, bushels of black and blue fruit character."
Andremily Syrah No. 6 2017,"Santa Barbara, Central Coast, California",Red Wine,98.0,"The 2017 Andremily No.6, is cut from the same cloth as previous wines in the sequence, but perhaps just a touch better. Andremily No.6 is a blend of 92% Syrah, from White Hawk, Larner, Harrison-Clarke, and Watch Hill Vineyards, coupled with 5% Mourvedre, from Alta Mesa, and finished off with just a dab of Viognier. Andremily No.6 is an incredible sexy, rich and full-bodied elixir, that leaps from the glass. Offering bushels of black and blue fruit, scorched earth, and exotic spice. No.6 has a wonderful texture with fine tannins, and plenty of natural acidity to deliver great lift."
Antinori Pian delle Vigne Brunello di Montalcino 1997,"Montalcino, Tuscany, Italy",Red Wine,97.0,"The latter part of winter and the beginning of Spring were very mild for the time of year and also very dry. This produced early budding - some 10 days earlier than average. In April the temperature suddenly dropped, causing and arrest in growth of the buds. The Summer was very hot and sunny and this weather continued for the whole of September and for the duration of the harvest, which meant that at the time of picking, the grapes were exceptionally healthy and with a high sugar concentration. Overall the 1997 harvest was somewhat less than expected in terms of quantity - but in terms of quality, this is an exceptional vintage, probably even better than the much acclaimed 1990 vintage and one of the greatest of the last fifty years. Full-structured and velvety, with rich perfumes and hints of flowers, vanilla and chocolate."
Antinori Solaia (1.5 Liter Magnum) 1997,"Tuscany, Italy",Red Wine,97.0,"Intensely fruity and complex with a good structure, well-balanced, with soft tannins and a lingering finish. Displays unmistakable varietal flavor while retaining strong regional character."
Antinori Solaia (1.5 Liter Magnum) 2015,"Tuscany, Italy",Red Wine,98.0,"The 2015 Solaia is an intense ruby red in color with purple highlights. The nose offers powerful notes of plum jam and berry fruit. Perfectly integrated sensations of chocolate and licorice give way on the finish to hints of fresh mint. Harmonious on the palatewith excellent structure and silky tannins, the wine concludes with an extremely long finish and lingering aftertaste."
Antinori Solaia 1997,"Tuscany, Italy",Red Wine,97.0,"Intensely fruity and complex with a good structure, well-balanced, with soft tannins and a lingering finish. Displays unmistakable varietal flavor while retaining strong regional character."
Antinori Solaia 2004,"Tuscany, Italy",Red Wine,96.0,"Blend: 75% Cabernet Sauvignon, 20% Sangiovese,  5% Cabernet Franc  "
Antinori Solaia 2005,"Tuscany, Italy",Red Wine,97.0,"Solaia, which means the ‘sunny one' in Italian, is a 25-acre south-west facing vineyard that is contiguous to the Tignanello Vineyard in Chianti Classico. Solaia is produced only in exceptional years. It was not produced in the 1980, 1981, 1983, 1984 and 1992 vintages. "
Antinori Solaia 2015,"Tuscany, Italy",Red Wine,98.0,"The 2015 Solaia is an intense ruby red in color with purple highlights. The nose offers powerful notes of plum jam and berry fruit. Perfectly integrated sensations of chocolate and licorice give way on the finish to hints of fresh mint. Harmonious on the palatewith excellent structure and silky tannins, the wine concludes with an extremely long finish and lingering aftertaste."
Antinori Solaia 2016,"Tuscany, Italy",Red Wine,97.0,"A ruby red color, 2016 Solaia distinguishes itself with aromatic notes of ripe dark fruit fused with sensations of aromatic herbs and mint; notes of chocolate alternate with spicy suggestions of white pepper. The palate of this red wine is rich with silky tannins. The finish is persistent and indicates optimal aging potential. "
Antinori Solaia (3 Liter Bottle) 2015,"Tuscany, Italy",Red Wine,98.0,"The 2015 Solaia is an intense ruby red in color with purple highlights. The nose offers powerful notes of plum jam and berry fruit. Perfectly integrated sensations of chocolate and licorice give way on the finish to hints of fresh mint. Harmonious on the palatewith excellent structure and silky tannins, the wine concludes with an extremely long finish and lingering aftertaste."
Aperture Alexander Valley Red Blend 2018,"Alexander Valley, Sonoma County, California",Red Wine,96.0,"A stunning expression of our most complex Bordeaux blend,  this wine is composed of one-third cabernet sauvignon, one-third merlot and expertly balanced by the remaining blend of malbec, cabernet franc and petit verdot. "
Araujo Eisele Vineyard Cabernet Sauvignon 2003,"Calistoga, Napa Valley, California",Red Wine,98.0,"Produced from a small crop of concentrated, ripe berries, this deep and dark wine exhibits an endless bouquet of crushed blackberries and cassis, highlighted by floral nuances of dried lavender and chamomile, and spicy notes of clove and nutmeg. In the mouth, it is a full-bodied, seamless wine, with a juicy mid-palate layered with hazelnuts, mocha, pencil lead and licorice, and a rich, lingering finish of wet granite and fine tannins. "
Araujo Eisele Vineyard Syrah 1994,"Calistoga, Napa Valley, California",Red Wine,98.0,"This wine's aroma is intensely spicy, full of clove and cinnamon, black tea and smoke. In the mouth the rich flavors of plum, chocolate, toffee and pepper, are deep without heaviness, and the massive but fine silky tannins linger through the long sweet finish. This wine is supple enough to drink now, but will develop in complexity with 5 to 10 years of cellaring."
Argiano Brunello di Montalcino Riserva 2010,"Montalcino, Tuscany, Italy",Red Wine,96.0,"To celebrate the best vintages, the winery decide to release a Brunello di Montalcino Riserva. They will issue this wine only in the best vintage with special numbered labels."
Argyros Vinsanto 12 Year 2001,"Santorini, Greece",,96.0,"The grapes used for Estate Argyros Assyrtiko are harvested from the oldest parcels of theestate. Located in Episkopi, the average age of the vines is 150  years old, with some vinesover 500 years old. Yields are extremely low. The ungrafted vines are basket pruned, and dryfarmed. Grapes are hand-picked in August."
Arietta H Block Hudson Vineyard Red 2002,"Napa Valley, California",Red Wine,96.0,"""A prodigious effort, possibly the finest Arietta made to date, is the 2002 Arietta (equal parts Merlot and Cabernet Franc). Huge tannin is present along with monstrous extract and richness. Nevertheless, it is an elegant, pure offering displaying the same stunning character as its siblings. Notions of menthol, scorched rocks, mocha, black cherries, cassis, chocolate, and espresso are found in this terrific offering. It will be developed and forward upon release, but will last for 12-15 years.    Winemaker and part owner, John Kongsgaard, produces these wines in partnership with auctioneer, Fritz Hatton. They are all fashioned from fruit grown in the ""H Block"" of the Hudson Vineyard, the highest point on that large ranch. The vineyard is planted in white volcanic ash-dominated soils. The Cabernet Franc/Merlot blend is the Arietta and the Syrah/Merlot blend is named Variation One. These striking offerings have a European sensitivity for elegance, structure, and delineation, but are clearly products of California, as evidenced by their prodigious ripeness as well as intensity. They are expensive, but impressive efforts that should be long-lived."" - Wine Advocate"
